nbId,Taille(cm),Poids(kg)
7095,172,59.0
7096,168,62.5
7097,174,57.0
7098,163,51.0
7099,170,55.5
7100,173,53.5
7101,170,65.0
7102,178,55.5
7103,173,63.5
7104,175,50.0
7105,170,62.0
7106,169,57.5
7107,181,60.5
7108,172,62.0
7109,176,57.5
7110,172,53.5
7111,175,60.5
7112,171,52.5
7113,166,61.5
7114,179,57.0
7115,169,55.0
7116,170,62.0
7117,171,54.5
7118,178,60.5
7119,178,62.5
7120,170,57.5
7121,171,53.0
7122,174,65.0
7123,171,62.5
7124,180,64.0
7125,165,53.0
7126,172,61.0
7127,163,59.0
7128,172,54.5
7129,167,54.0
7130,171,56.5
7131,182,65.0
7132,166,46.5
7133,171,54.5
7134,173,61.0
7135,172,60.5
7136,177,68.5
7137,174,56.5
7138,178,60.5
7139,165,52.0
7140,178,62.0
7141,168,56.5
7142,181,70.0
7143,171,59.0
7144,175,57.5
7145,172,59.0
7146,173,62.0
7147,177,65.0
7148,173,63.0
7149,172,50.5
7150,164,52.5
7151,181,69.0
7152,170,46.0
7153,179,62.5
7154,169,66.0
7155,171,57.0
7156,173,59.0
7157,161,45.5
7158,171,61.5
7159,175,59.0
7160,174,52.0
7161,174,54.5
7162,170,53.5
7163,174,62.0
7164,173,57.5
7165,175,63.0
7166,169,60.0
7167,167,59.0
7168,176,48.0
7169,170,54.5
7170,168,50.0
7171,163,55.5
7172,167,55.0
7173,175,63.5
7174,173,59.0
7175,168,59.0
7176,176,60.5
7177,175,58.0
7178,177,62.5
7179,176,63.0
7180,177,69.0
7181,176,66.0
7182,177,59.5
7183,175,61.0
7184,173,54.5
7185,170,59.5
7186,164,53.0
7187,177,60.5
7188,173,51.5
7189,167,50.0
7190,178,58.0
7191,174,55.5
7192,177,59.5
7193,176,65.0
7194,172,63.5
7195,173,53.0
7196,177,58.0
7197,170,60.0
7198,178,68.5
7199,173,47.0
7200,177,61.5
7201,172,57.0
7202,182,61.0
7203,170,52.5
7204,177,66.0
7205,176,44.0
7206,177,64.0
7207,170,56.5
7208,180,54.0
7209,171,50.5
7210,179,69.5
7211,176,60.5
7212,171,59.5
7213,179,67.0
7214,173,48.5
7215,170,56.0
7216,185,54.5
7217,170,50.0
7218,174,59.5
7219,169,61.5
7220,168,50.0
7221,180,66.0
7222,170,53.5
7223,179,62.0
7224,161,50.5
7225,166,57.0
7226,172,57.5
7227,177,71.5
7228,163,49.0
7229,164,51.0
7230,171,53.5
7231,165,49.5
7232,168,54.5
7233,177,57.5
7234,179,54.5
7235,174,57.5
7236,171,54.0
7237,167,54.5
7238,170,55.5
7239,173,54.0
7240,176,57.5
7241,169,51.0
7242,169,54.0
7243,183,60.0
7244,180,61.5
7245,177,58.5
7246,173,62.5
7247,172,59.5
7248,177,64.0
7249,174,61.0
7250,175,54.0
7251,170,53.0
7252,173,62.0
7253,171,59.5
7254,180,51.0
7255,165,59.5
7256,181,58.0
7257,179,68.5
7258,174,59.5
7259,175,67.0
7260,180,58.5
7261,177,59.5
7262,167,54.0
7263,170,65.5
7264,164,51.0
7265,171,57.0
7266,170,62.0
7267,172,60.0
7268,171,64.5
7269,172,63.0
7270,187,63.5
7271,164,61.0
7272,164,55.0
7273,169,52.0
7274,175,58.5
7275,172,58.0
7276,175,58.5
7277,178,55.5
7278,169,57.5
7279,176,60.0
7280,168,60.0
7281,169,62.5
7282,182,67.0
7283,171,54.5
7284,168,55.5
7285,174,66.5
7286,172,64.5
7287,174,61.0
7288,172,60.0
7289,166,61.5
7290,182,63.5
7291,178,65.5
7292,179,60.5
7293,173,61.0
7294,180,64.0
7295,174,62.0
7296,173,53.5
7297,169,56.5
7298,168,54.5
7299,174,59.5
7300,168,58.5
7301,173,66.0
7302,181,63.5
7303,167,50.5
7304,169,61.0
7305,166,49.5
7306,170,57.0
7307,178,57.0
7308,165,49.5
7309,169,55.5
7310,178,61.0
7311,165,53.5
7312,176,61.0
7313,174,68.0
7314,174,54.5
7315,174,59.5
7316,175,55.0
7317,172,66.0
7318,179,58.5
7319,172,60.0
7320,169,57.0
7321,166,40.5
7322,177,63.0
7323,174,58.0
7324,168,58.0
7325,174,53.0
7326,172,60.5
7327,174,63.5
7328,173,59.5
7329,172,50.5
7330,172,52.5
7331,180,64.0
7332,173,59.0
7333,167,61.0
7334,185,71.0
7335,172,61.0
7336,170,61.5
7337,174,55.0
7338,180,60.5
7339,176,58.0
7340,178,50.5
7341,174,49.0
7342,169,64.5
7343,178,61.0
7344,172,53.5
7345,172,56.0
7346,168,50.5
7347,175,55.0
7348,174,58.5
7349,171,60.0
7350,166,50.5
7351,177,65.0
7352,178,57.0
7353,175,62.0
7354,172,57.5
7355,176,60.5
7356,176,55.5
7357,171,55.0
7358,173,63.5
7359,184,59.5
7360,166,62.5
7361,171,56.5
7362,172,55.5
7363,177,58.0
7364,173,50.0
7365,179,59.0
7366,164,56.5
7367,170,63.5
7368,178,60.0
7369,170,59.0
7370,176,65.5
7371,171,53.5
7372,179,60.5
7373,164,56.0
7374,173,57.0
7375,168,59.0
7376,170,48.0
7377,168,63.0
7378,171,59.0
7379,172,54.5
7380,170,56.5
7381,171,57.0
7382,170,58.0
7383,176,62.0
7384,172,55.5
7385,174,51.0
7386,176,61.0
7387,177,58.0
7388,171,48.5
7389,168,49.0
7390,162,53.0
7391,166,50.0
7392,173,55.0
7393,173,56.5
7394,172,58.0
7395,175,55.0
7396,161,55.0
7397,168,53.5
7398,165,44.0
7399,169,54.5
7400,174,54.0
7401,169,62.5
7402,175,55.0
7403,168,60.0
7404,170,45.5
7405,174,64.0
7406,168,57.5
7407,185,70.5
7408,179,61.0
7409,173,57.0
7410,165,52.0
7411,176,57.0
7412,163,56.0
7413,162,53.0
7414,183,67.5
7415,167,58.5
7416,171,54.0
7417,176,56.0
7418,164,41.0
7419,177,54.5
7420,179,57.5
7421,170,57.5
7422,168,56.5
7423,171,65.0
7424,172,58.5
7425,172,59.5
7426,175,63.5
7427,170,54.5
7428,173,58.0
7429,176,65.5
7430,173,48.5
7431,181,64.0
7432,170,50.0
7433,174,56.0
7434,171,61.0
7435,172,61.5
7436,179,60.0
7437,164,46.0
7438,175,62.5
7439,172,60.0
7440,174,45.0
7441,175,47.5
7442,167,49.5
7443,172,58.5
7444,177,60.0
7445,176,60.0
7446,170,55.0
7447,177,54.5
7448,169,55.5
7449,168,57.0
7450,164,51.0
7451,174,55.0
7452,177,52.5
7453,176,64.0
7454,174,56.0
7455,170,57.5
7456,172,59.0
7457,183,65.5
7458,177,59.0
7459,183,65.0
7460,174,53.0
7461,166,63.0
7462,171,48.0
7463,173,59.5
7464,171,54.5
7465,162,51.0
7466,172,60.0
7467,183,63.5
7468,173,61.5
7469,172,60.5
7470,174,55.0
7471,172,50.5
7472,166,51.5
7473,159,50.0
7474,179,55.5
7475,175,61.0
7476,175,54.0
7477,168,53.5
7478,169,61.0
7479,169,56.5
7480,172,56.0
7481,177,57.0
7482,172,52.0
7483,176,61.5
7484,169,52.5
7485,171,54.0
7486,169,52.0
7487,165,53.5
7488,179,70.0
7489,172,49.0
7490,171,51.5
7491,175,59.5
7492,172,59.5
7493,174,63.5
7494,171,60.5
7495,167,51.5
7496,177,53.5
7497,179,62.5
7498,174,63.5
7499,175,60.0
7500,177,64.5
7501,180,68.0
7502,166,53.5
7503,168,54.0
7504,177,61.5
7505,177,70.0
7506,167,60.5
7507,168,52.5
7508,179,61.5
7509,172,51.0
7510,174,62.0
7511,170,58.5
7512,174,56.5
7513,165,51.5
7514,169,48.0
7515,171,55.0
7516,170,52.0
7517,169,50.5
7518,174,60.0
7519,173,64.0
7520,162,55.0
7521,177,53.5
7522,180,63.5
7523,180,64.5
7524,165,57.0
7525,170,58.0
7526,176,59.5
7527,168,65.0
7528,177,63.0
7529,173,63.5
7530,171,59.5
7531,175,64.0
7532,173,57.0
7533,174,52.5
7534,175,51.5
7535,172,57.0
7536,168,51.0
7537,175,61.0
7538,172,57.5
7539,166,55.5
7540,173,59.0
7541,174,52.5
7542,172,54.5
7543,166,60.5
7544,167,48.0
7545,171,64.0
7546,173,56.5
7547,168,54.5
7548,180,55.0
7549,178,67.0
7550,171,57.0
7551,171,57.5
7552,178,67.0
7553,175,61.0
7554,174,59.5
7555,173,62.5
7556,179,68.0
7557,175,57.0
7558,170,56.0
7559,170,55.5
7560,168,48.5
7561,184,57.5
7562,174,59.0
7563,175,58.0
7564,179,67.0
7565,171,56.5
7566,171,63.5
7567,171,61.5
7568,174,59.0
7569,183,64.0
7570,174,55.0
7571,172,63.5
7572,175,53.0
7573,168,59.0
7574,172,56.0
7575,179,58.5
7576,173,53.5
7577,177,58.0
7578,174,58.5
7579,180,59.0
7580,179,57.0
7581,169,52.0
7582,173,56.0
7583,171,50.5
7584,177,61.5
7585,169,57.5
7586,168,58.0
7587,172,50.0
7588,173,57.0
7589,172,59.5
7590,171,58.5
7591,174,57.5
7592,166,52.5
7593,170,52.5
7594,182,59.0
7595,171,54.0
7596,171,63.0
7597,179,60.0
7598,181,60.5
7599,163,47.0
7600,174,63.5
7601,179,63.0
7602,175,62.0
7603,173,58.5
7604,171,54.5
7605,177,61.0
7606,167,53.5
7607,178,67.5
7608,169,57.0
7609,170,62.5
7610,172,52.0
7611,170,48.0
7612,175,58.5
7613,169,55.0
7614,165,57.0
7615,169,48.5
7616,176,66.0
7617,171,62.5
7618,169,49.0
7619,168,53.5
7620,179,62.0
7621,167,43.0
7622,171,55.0
7623,176,58.0
7624,178,62.0
7625,163,51.5
7626,176,63.5
7627,181,62.5
7628,169,47.5
7629,178,58.5
7630,169,63.0
7631,163,53.0
7632,178,56.5
7633,169,62.5
7634,174,63.5
7635,171,62.0
7636,163,47.5
7637,173,54.0
7638,172,53.5
7639,169,59.0
7640,171,58.5
7641,175,60.0
7642,172,53.5
7643,171,59.5
7644,174,57.0
7645,171,52.5
7646,170,58.5
7647,170,49.5
7648,176,57.0
7649,166,48.5
7650,174,57.0
7651,177,58.5
7652,176,55.5
7653,176,59.0
7654,170,60.5
7655,172,59.0
7656,178,70.0
7657,176,62.5
7658,175,56.0
7659,173,57.5
7660,174,57.5
7661,169,52.0
7662,175,53.5
7663,174,55.5
7664,175,54.5
7665,170,44.5
7666,174,59.5
7667,169,53.0
7668,170,60.0
7669,174,53.5
7670,168,54.5
7671,169,57.5
7672,171,69.0
7673,176,54.5
7674,175,59.0
7675,180,63.0
7676,172,62.0
7677,168,48.0
7678,159,59.0
7679,171,58.5
7680,164,51.0
7681,172,49.0
7682,179,64.5
7683,179,59.0
7684,172,60.5
7685,164,48.5
7686,175,57.5
7687,180,64.0
7688,165,56.0
7689,171,56.5
7690,170,60.5
7691,178,63.5
7692,183,61.5
7693,166,59.0
7694,169,55.0
7695,169,60.5
7696,169,47.5
7697,178,63.5
7698,182,55.0
7699,168,52.5
7700,174,53.0
7701,171,58.5
7702,183,60.5
7703,174,57.5
7704,170,55.5
7705,171,60.5
7706,175,57.0
7707,170,52.0
7708,166,59.5
7709,177,56.0
7710,164,54.5
7711,176,61.0
7712,164,55.5
7713,173,47.0
7714,173,51.0
7715,170,48.0
7716,171,61.5
7717,173,60.0
7718,166,57.5
7719,175,56.5
7720,171,51.5
7721,163,54.5
7722,167,59.0
7723,174,58.5
7724,172,47.5
7725,169,57.0
7726,177,62.5
7727,178,65.5
7728,173,62.0
7729,175,59.5
7730,179,56.5
7731,165,61.0
7732,172,60.5
7733,173,61.5
7734,163,56.5
7735,182,65.5
7736,174,56.5
7737,185,70.5
7738,173,56.5
7739,181,58.0
7740,175,65.0
7741,166,52.5
7742,170,55.5
7743,176,62.0
7744,166,55.0
7745,165,49.0
7746,169,47.5
7747,169,59.0
7748,175,58.0
7749,179,64.5
7750,171,61.0
7751,173,56.5
7752,168,56.5
7753,177,62.5
7754,176,57.0
7755,177,49.0
7756,173,63.0
7757,171,57.5
7758,171,55.5
7759,171,53.0
7760,171,56.0
7761,181,60.5
7762,159,58.0
7763,168,51.0
7764,174,50.5
7765,169,58.5
7766,172,56.0
7767,172,57.0
7768,176,65.0
7769,170,49.0
7770,170,59.5
7771,169,56.0
7772,170,54.0
7773,178,61.5
7774,165,58.5
7775,173,66.5
7776,167,57.5
7777,167,56.0
7778,173,54.0
7779,167,57.5
7780,177,62.5
7781,173,60.0
7782,168,51.5
7783,174,53.5
7784,174,57.0
7785,165,58.5
7786,170,55.0
7787,171,46.0
7788,179,62.0
7789,166,51.5
7790,173,63.5
7791,179,60.0
7792,170,50.5
7793,169,46.5
7794,174,56.5
7795,176,62.5
7796,172,61.0
7797,176,63.0
7798,169,53.5
7799,167,60.0
7800,173,58.0
7801,172,52.0
7802,175,61.5
7803,173,50.5
7804,172,51.5
7805,172,46.5
7806,180,72.5
7807,168,59.0
7808,181,64.0
7809,172,59.0
7810,168,52.5
7811,177,57.5
7812,167,52.0
7813,178,59.5
7814,175,53.0
7815,173,58.0
7816,170,58.5
7817,175,56.5
7818,168,54.5
7819,179,62.5
7820,173,56.5
7821,178,57.0
7822,167,57.0
7823,180,53.5
7824,179,69.0
7825,173,56.0
7826,171,59.5
7827,171,60.0
7828,173,62.5
7829,177,61.0
7830,175,55.0
7831,168,53.5
7832,164,51.5
7833,181,66.5
7834,168,51.5
7835,176,72.5
7836,166,57.0
7837,174,58.0
7838,172,57.0
7839,177,54.0
7840,188,61.5
7841,174,55.5
7842,175,60.5
7843,170,62.0
7844,173,57.5
7845,165,52.0
7846,170,54.5
7847,167,54.5
7848,173,61.0
7849,167,57.0
7850,183,63.0
7851,173,57.5
7852,179,61.5
7853,173,62.5
7854,177,57.0
7855,175,55.0
7856,174,63.5
7857,169,55.5
7858,178,59.0
7859,168,62.0
7860,167,47.5
7861,176,61.5
7862,170,50.5
7863,171,67.0
7864,178,68.5
7865,177,60.5
7866,169,64.0
7867,180,59.0
7868,176,58.0
7869,179,60.5
7870,178,66.0
7871,178,60.5
7872,171,57.5
7873,171,53.0
7874,169,58.5
7875,174,54.5
7876,170,52.0
7877,166,60.0
7878,175,60.0
7879,173,61.5
7880,178,51.5
7881,167,53.0
7882,178,68.5
7883,174,65.0
7884,168,60.0
7885,171,61.0
7886,178,55.5
7887,166,55.5
7888,171,49.5
7889,171,60.0
7890,168,55.0
7891,171,53.5
7892,178,60.5
7893,179,62.5
7894,172,59.0
7895,178,53.5
7896,167,48.5
7897,172,58.0
7898,169,52.0
7899,169,53.0
7900,176,56.5
7901,175,59.5
7902,173,62.5
7903,169,57.5
7904,167,50.0
7905,169,57.0
7906,174,56.5
7907,182,62.0
7908,176,56.0
7909,173,57.5
7910,169,64.0
7911,178,58.0
7912,171,61.0
7913,178,61.5
7914,179,65.0
7915,178,57.5
7916,181,59.5
7917,174,57.5
7918,182,55.5
7919,173,61.0
7920,183,55.0
7921,175,60.0
7922,168,60.0
7923,166,57.0
7924,171,53.5
7925,175,57.5
7926,175,54.5
7927,170,47.0
7928,168,51.0
7929,175,54.5
7930,164,48.5
7931,177,54.5
7932,181,71.0
7933,176,60.0
7934,178,60.0
7935,183,67.5
7936,174,58.5
7937,171,50.0
7938,171,55.5
7939,171,62.0
7940,175,70.0
7941,167,53.0
7942,175,56.0
7943,172,58.5
7944,162,52.0
7945,176,65.0
7946,178,56.5
7947,174,49.5
7948,174,62.5
7949,170,54.0
7950,172,55.5
7951,175,65.0
7952,169,52.5
7953,172,54.5
7954,171,53.5
7955,180,60.0
7956,177,58.5
7957,171,53.5
7958,173,64.0
7959,177,63.0
7960,169,56.0
7961,169,47.0
7962,173,56.0
7963,171,59.5
7964,173,55.5
7965,176,58.0
7966,173,61.5
7967,177,52.5
7968,176,61.0
7969,171,58.0
7970,181,66.0
7971,168,64.5
7972,172,58.0
7973,164,63.5
7974,178,57.5
7975,171,56.0
7976,170,54.0
7977,169,60.0
7978,168,57.5
7979,171,63.0
7980,167,52.0
7981,170,55.5
7982,176,63.0
7983,165,51.5
7984,175,57.0
7985,177,58.5
7986,170,62.0
7987,171,64.5
7988,169,57.5
7989,176,59.5
7990,172,54.5
7991,172,62.5
7992,175,61.0
7993,173,57.0
7994,165,51.5
7995,172,58.5
7996,171,50.0
7997,177,76.5
7998,169,57.5
7999,171,55.0
8000,168,56.0
8001,172,57.5
8002,169,56.5
8003,172,54.0
8004,168,57.0
8005,176,57.5
8006,174,50.5
8007,169,54.5
8008,181,61.5
8009,166,69.0
8010,171,59.0
8011,173,56.0
8012,179,61.0
8013,175,59.0
8014,166,53.5
8015,175,62.0
8016,175,49.0
8017,177,61.5
8018,169,56.0
8019,178,66.5
8020,169,58.0
8021,174,56.0
8022,168,55.5
8023,177,54.0
8024,169,62.0
8025,173,56.0
8026,174,57.0
8027,167,50.5
8028,174,61.0
8029,176,61.0
8030,171,52.0
8031,174,56.5
8032,174,50.0
8033,179,57.0
8034,182,62.5
8035,173,64.0
8036,178,58.0
8037,164,59.0
8038,168,58.0
8039,173,56.5
8040,177,69.0
8041,182,61.5
8042,172,59.5
8043,165,55.0
8044,169,62.5
8045,178,65.5
8046,177,53.0
8047,178,60.0
8048,171,60.5
8049,183,62.5
8050,176,62.0
8051,171,56.0
8052,173,59.5
8053,173,62.0
8054,179,59.0
8055,179,60.5
8056,167,55.0
8057,164,53.5
8058,177,55.5
8059,172,55.0
8060,178,53.5
8061,164,54.5
8062,177,61.0
8063,176,59.5
8064,175,55.0
8065,171,50.0
8066,177,61.0
8067,178,67.5
8068,180,59.0
8069,175,49.5
8070,174,59.5
8071,170,55.5
8072,180,63.0
8073,186,61.0
8074,176,66.0
8075,162,53.0
8076,169,59.0
8077,174,56.0
8078,172,56.5
8079,170,61.5
8080,177,65.0
8081,173,57.0
8082,172,61.0
8083,176,53.0
8084,171,58.5
8085,181,61.0
8086,174,58.0
8087,167,57.0
8088,176,60.5
8089,164,47.0
8090,172,57.5
8091,167,53.5
8092,180,55.5
8093,170,56.5
8094,172,63.0
8095,168,53.0
8096,178,63.5
8097,169,64.5
8098,170,57.0
8099,169,51.5
8100,168,54.5
8101,170,60.5
8102,163,46.5
8103,171,61.5
8104,170,55.5
8105,175,65.0
8106,179,60.5
8107,172,57.0
8108,169,54.0
8109,171,58.5
8110,173,55.0
8111,171,50.0
8112,173,49.5
8113,172,58.0
8114,174,55.0
8115,168,51.5
8116,167,64.5
8117,175,61.5
8118,175,61.5
8119,175,60.5
8120,165,56.0
8121,164,55.0
8122,182,63.0
8123,170,60.0
8124,166,58.5
8125,165,41.5
8126,170,59.0
8127,168,54.0
8128,180,66.0
8129,175,69.0
8130,169,45.5
8131,179,62.5
8132,178,61.5
8133,169,54.0
8134,175,66.0
8135,168,52.5
8136,175,54.0
8137,181,60.0
8138,174,56.5
8139,178,61.5
8140,174,52.5
8141,177,61.5
8142,161,51.0
8143,163,60.5
8144,182,60.0
8145,168,61.5
8146,167,57.5
8147,183,62.5
8148,169,57.5
8149,176,56.5
8150,173,54.0
8151,168,41.5
8152,181,64.5
8153,182,58.0
8154,174,58.5
8155,173,61.5
8156,177,69.0
8157,173,60.0
8158,177,56.0
8159,166,53.5
8160,172,57.5
8161,174,62.5
8162,165,52.0
8163,170,54.5
8164,173,62.0
8165,173,67.5
8166,164,50.5
8167,182,58.0
8168,177,62.5
8169,170,59.0
8170,174,56.0
8171,177,66.5
8172,171,61.5
8173,171,58.5
8174,172,62.0
8175,178,55.5
8176,175,53.5
8177,175,61.5
8178,174,65.0
8179,177,62.5
8180,177,61.0
8181,173,61.0
8182,167,56.0
8183,163,54.5
8184,172,61.5
8185,176,62.0
8186,175,60.5
8187,168,60.5
8188,172,56.5
8189,175,65.5
8190,170,60.5
8191,175,50.0
8192,169,55.5
8193,171,45.0
8194,172,61.0
8195,166,53.0
8196,182,61.5
8197,166,51.5
8198,178,63.5
8199,166,55.0
8200,178,61.0
8201,174,57.0
8202,173,56.5
8203,161,53.5
8204,181,64.5
8205,178,65.5
8206,175,64.0
8207,178,51.5
8208,177,60.5
8209,167,55.5
8210,181,61.5
8211,173,65.0
8212,183,61.0
8213,176,58.5
8214,173,64.5
8215,177,63.0
8216,164,51.5
8217,166,54.0
8218,171,65.5
8219,181,70.5
8220,169,61.5
8221,172,50.0
8222,171,56.5
8223,171,61.0
8224,177,59.5
8225,173,58.5
8226,175,60.5
8227,176,62.0
8228,177,63.5
8229,176,61.5
8230,167,48.0
8231,174,57.5
8232,167,54.5
8233,173,52.0
8234,178,59.0
8235,168,47.5
8236,172,59.5
8237,166,57.5
8238,173,55.0
8239,175,63.5
8240,173,58.5
8241,177,57.5
8242,178,62.5
8243,176,53.0
8244,178,55.0
8245,179,64.5
8246,171,57.0
8247,165,52.0
8248,179,60.5
8249,170,55.0
8250,173,62.5
8251,170,48.0
8252,175,53.0
8253,161,53.5
8254,176,60.5
8255,175,56.0
8256,179,65.0
8257,171,53.5
8258,176,64.5
8259,171,62.0
8260,169,54.5
8261,164,57.0
8262,169,51.5
8263,184,61.0
8264,173,50.5
8265,166,55.5
8266,172,59.0
8267,174,56.5
8268,174,59.0
8269,180,64.5
8270,176,56.0
8271,174,59.0
8272,174,57.5
8273,169,61.5
8274,175,51.5
8275,171,55.5
8276,172,56.0
8277,182,53.0
8278,184,70.0
8279,169,56.0
8280,181,63.0
8281,168,68.0
8282,181,59.0
8283,175,63.0
8284,176,62.5
8285,173,57.5
8286,182,60.5
8287,175,52.5
8288,173,50.0
8289,173,54.5
8290,174,59.0
8291,172,57.0
8292,169,53.5
8293,180,60.5
8294,170,59.5
8295,164,58.0
8296,171,55.0
8297,171,64.0
8298,173,65.5
8299,171,55.0
8300,170,55.0
8301,168,56.5
8302,168,56.5
8303,164,59.0
8304,175,54.5
8305,171,62.5
8306,182,62.5
8307,175,59.5
8308,172,52.5
8309,180,58.5
8310,164,54.0
8311,180,63.5
8312,165,59.0
8313,173,57.5
8314,174,60.5
8315,169,45.0
8316,171,56.5
8317,169,54.5
8318,165,38.0
8319,172,56.5
8320,178,58.5
8321,168,55.0
8322,167,57.5
8323,182,61.5
8324,174,49.5
8325,174,55.5
8326,168,49.5
8327,167,51.5
8328,183,72.5
8329,169,63.0
8330,171,57.0
8331,163,56.0
8332,173,63.5
8333,176,58.5
8334,177,60.0
8335,167,51.0
8336,171,70.5
8337,168,52.5
8338,172,52.5
8339,181,63.0
8340,175,51.0
8341,173,60.5
8342,166,51.0
8343,169,62.5
8344,176,55.5
8345,168,49.0
8346,165,63.0
8347,178,54.5
8348,176,67.5
8349,183,58.0
8350,168,53.5
8351,175,61.5
8352,174,54.5
8353,172,59.5
8354,176,58.0
8355,178,64.0
8356,181,61.5
8357,175,67.0
8358,169,47.5
8359,172,56.5
8360,172,59.0
8361,169,54.5
8362,173,53.5
8363,175,56.5
8364,180,63.5
8365,168,56.5
8366,184,65.0
8367,170,53.5
8368,166,53.5
8369,172,58.0
8370,172,62.0
8371,168,51.5
8372,169,53.5
8373,165,60.5
8374,174,59.5
8375,166,42.5
8376,171,58.0
8377,167,45.5
8378,171,56.5
8379,171,63.5
8380,174,58.5
8381,178,57.0
8382,171,56.0
8383,175,66.5
8384,168,51.5
8385,168,53.0
8386,176,58.0
8387,170,54.0
8388,175,56.5
8389,181,67.0
8390,166,56.0
8391,168,52.5
8392,169,49.0
8393,175,62.0
8394,169,54.5
8395,165,54.0
8396,173,59.0
8397,179,61.0
8398,169,57.5
8399,174,61.5
8400,174,65.0
8401,174,50.0
8402,172,53.0
8403,174,59.0
8404,179,64.5
8405,166,49.0
8406,180,54.0
8407,171,50.5
8408,169,59.0
8409,165,56.5
8410,169,54.0
8411,167,59.0
8412,176,60.5
8413,179,65.5
8414,166,59.5
8415,169,41.0
8416,171,61.5
8417,175,56.5
8418,160,43.5
8419,176,61.5
8420,164,51.0
8421,175,65.0
8422,176,60.5
8423,167,50.0
8424,174,59.0
8425,165,55.5
8426,175,55.5
8427,169,68.0
8428,173,61.5
8429,163,58.5
8430,175,58.0
8431,172,53.0
8432,183,73.5
8433,167,54.0
8434,169,55.5
8435,173,59.0
8436,167,56.5
8437,167,57.5
8438,172,50.5
8439,172,59.5
8440,171,54.0
8441,173,59.0
8442,171,57.5
8443,175,64.0
8444,172,63.0
8445,170,59.0
8446,177,64.0
8447,159,46.5
8448,171,59.0
8449,178,63.5
8450,171,61.0
8451,177,65.5
8452,175,56.0
8453,175,58.5
8454,172,50.0
8455,165,59.0
8456,171,53.0
8457,177,57.0
8458,177,62.5
8459,177,60.5
8460,176,51.0
8461,177,63.5
8462,172,60.5
8463,181,56.0
8464,173,50.5
8465,181,61.0
8466,173,58.5
8467,175,58.0
8468,172,56.0
8469,177,57.5
8470,166,59.0
8471,165,54.0
8472,177,57.0
8473,188,66.0
8474,164,60.0
8475,171,61.5
8476,185,65.0
8477,169,67.0
8478,178,61.0
8479,172,61.5
8480,173,56.0
8481,178,63.5
8482,172,53.5
8483,178,60.0
8484,164,58.5
8485,176,64.5
8486,163,49.0
8487,172,63.0
8488,172,51.0
8489,173,52.5
8490,170,55.5
8491,177,48.5
8492,170,51.5
8493,181,56.5
8494,181,62.5
8495,176,60.5
8496,167,53.0
8497,171,69.5
8498,181,62.0
8499,169,53.5
8500,178,61.5
8501,169,55.0
8502,167,59.0
8503,171,63.0
8504,177,58.5
8505,170,50.5
8506,173,58.0
8507,165,54.0
8508,173,47.5
8509,174,62.0
8510,168,60.0
8511,174,64.5
8512,167,59.0
8513,176,65.5
8514,177,60.0
8515,170,58.0
8516,161,48.5
8517,185,57.0
8518,179,69.0
8519,169,54.0
8520,184,64.0
8521,181,57.0
8522,175,63.0
8523,177,54.5
8524,173,53.5
8525,170,55.5
8526,178,71.0
8527,172,52.0
8528,181,59.0
8529,187,64.5
8530,174,61.0
8531,169,55.0
8532,171,54.0
8533,171,55.5
8534,169,54.0
8535,171,55.0
8536,176,62.0
8537,173,53.0
8538,173,52.5
8539,169,61.5
8540,172,57.5
8541,177,52.0
8542,171,57.0
8543,169,55.0
8544,171,65.0
8545,173,48.5
8546,165,51.5
8547,177,60.5
8548,179,64.0
8549,177,63.0
8550,167,47.0
8551,172,54.5
8552,173,54.5
8553,173,57.0
8554,173,52.5
8555,174,55.0
8556,169,68.0
8557,174,62.5
8558,174,64.0
8559,180,59.0
8560,164,56.0
8561,164,55.5
8562,178,53.5
8563,165,57.0
8564,175,56.5
8565,172,52.5
8566,177,64.0
8567,168,50.5
8568,181,57.5
8569,172,63.0
8570,176,61.5
8571,169,58.0
8572,165,50.0
8573,172,55.5
8574,184,62.0
8575,171,61.0
8576,164,52.0
8577,169,53.5
8578,174,58.0
8579,182,59.0
8580,174,57.0
8581,172,54.5
8582,178,57.5
8583,171,56.0
8584,173,52.5
8585,171,59.0
8586,175,50.0
8587,171,52.5
8588,173,60.5
8589,172,62.0
8590,177,56.5
8591,174,59.5
8592,175,67.5
8593,169,56.0
8594,173,60.5
8595,174,50.0
8596,176,56.5
8597,171,59.0
8598,173,47.5
8599,169,61.0
8600,179,62.0
8601,170,60.5
8602,169,57.5
8603,173,52.0
8604,181,72.0
8605,173,56.0
8606,184,64.5
8607,164,52.5
8608,174,44.5
8609,171,57.0
8610,175,62.5
8611,174,53.0
8612,176,69.0
8613,175,58.0
8614,166,50.5
8615,173,54.0
8616,171,54.5
8617,172,52.0
8618,168,54.5
8619,169,54.5
8620,172,58.5
8621,175,57.0
8622,167,50.5
8623,169,58.0
8624,173,59.0
8625,169,58.0
8626,178,65.5
8627,168,57.5
8628,182,64.0
8629,175,61.5
8630,178,62.5
8631,173,59.0
8632,169,54.0
8633,161,59.0
8634,177,62.0
8635,165,56.5
8636,172,59.0
8637,169,53.0
8638,170,46.5
8639,178,64.0
8640,172,55.5
8641,172,54.0
8642,163,47.0
8643,180,61.5
8644,175,49.5
8645,173,49.0
8646,173,59.5
8647,168,57.0
